cycle,avg_score,avg_energy,inactive_student
3862,5,0,20
3863,5,0,20
3864,5,0,20
3865,5,0,20
3866,5,0,20
3867,5,0,20
3868,5,0,20
3869,5,0,20
3870,5,0,20
3871,5,0,20
3872,5,0,20
3873,5,0,20
3874,5,0,20
3875,5,0,20
3876,5,0,20
3877,5,0,20
3878,5,0,20
3879,5,0,20
3880,5,0,20
3881,5,0,20
3882,5,0,20
3883,5,0,20
3884,5,0,20
3885,5,0,20
3886,5,0,20
3887,5,0,20
3888,5,0,20
3889,5,0,20
3890,5,0,20
3891,5,0,20
3892,5,0,20
3893,5,0,20
3894,5,0,20
3895,5,0,20
3896,5,0,20
3897,5,0,20
3898,5,0,20
3899,5,0,20
3900,5,0,20
3901,5,0,20
3902,5,0,20
3903,5,0,20
3904,5,0,20
3905,5,0,20
3906,5,0,20
3907,5,0,20
3908,5,0,20
3909,5,0,20
3910,5,0,20
3911,5,0,20
3912,5,0,20
3913,5,0,20
3914,5,0,20
3915,5,0,20
3916,5,0,20
3917,5,0,20
3918,5,0,20
3919,5,0,20
3920,5,0,20
3921,5,0,20
3922,5,0,20
3923,5,0,20
3924,5,0,20
3925,5,0,20
3926,5,0,20
3927,5,0,20
3928,5,0,20
3929,5,0,20
3930,5,0,20
3931,5,0,20
3932,5,0,20
3933,5,0,20
3934,5,0,20
3935,5,0,20
3936,5,0,20
3937,5,0,20
3938,5,0,20
3939,5,0,20
3940,5,0,20
3941,5,0,20
3942,5,0,20
3943,5,0,20
3944,5,0,20
3945,5,0,20
3946,5,0,20
3947,5,0,20
3948,5,0,20
3949,5,0,20
3950,5,0,20
3951,5,0,20
3952,5,0,20
3953,5,0,20
3954,5,0,20
3955,5,0,20
3956,5,0,20
3957,5,0,20
3958,5,0,20
3959,5,0,20
3960,5,0,20
3961,5,0,20
3962,5,0,20
3963,5,0,20
3964,5,0,20
3965,5,0,20
3966,5,0,20
3967,5,0,20
3968,5,0,20
3969,5,0,20
3970,5,0,20
3971,5,0,20
3972,5,0,20
3973,5,0,20
3974,5,0,20
3975,5,0,20
3976,5,0,20
3977,5,0,20
3978,5,0,20
3979,5,0,20
3980,5,0,20
3981,5,0,20
3982,5,0,20
3983,5,0,20
3984,5,0,20
3985,5,0,20
3986,5,0,20
3987,5,0,20
3988,5,0,20
3989,5,0,20
3990,5,0,20
3991,5,0,20
3992,5,0,20
3993,5,0,20
3994,5,0,20
3995,5,0,20
3996,5,0,20
3997,5,0,20
3998,5,0,20
3999,5,0,20
4000,5,0,20
4001,5,0,20
4002,5,0,20
4003,5,0,20
4004,5,0,20
4005,5,0,20
4006,5,0,20
4007,5,0,20
4008,5,0,20
4009,5,0,20
4010,5,0,20
4011,5,0,20
4012,5,0,20
4013,5,0,20
4014,5,0,20
4015,5,0,20
4016,5,0,20
4017,5,0,20
4018,5,0,20
4019,5,0,20
4020,5,0,20
4021,5,0,20
4022,5,0,20
4023,5,0,20
4024,5,0,20
4025,5,0,20
4026,5,0,20
4027,5,0,20
4028,5,0,20
4029,5,0,20
4030,5,0,20
4031,5,0,20
4032,5,0,20
4033,5,0,20
4034,5,0,20
4035,5,0,20
4036,5,0,20
4037,5,0,20
4038,5,0,20
4039,5,0,20
4040,5,0,20
4041,5,0,20
4042,5,0,20
4043,5,0,20
4044,5,0,20
4045,5,0,20
4046,5,0,20
4047,5,0,20
4048,5,0,20
4049,5,0,20
4050,5,0,20
4051,5,0,20
4052,5,0,20
4053,5,0,20
4054,5,0,20
4055,5,0,20
4056,5,0,20
4057,5,0,20
4058,5,0,20
4059,5,0,20
4060,5,0,20
4061,5,0,20
4062,5,0,20
4063,5,0,20
4064,5,0,20
4065,5,0,20
4066,5,0,20
4067,5,0,20
4068,5,0,20
4069,5,0,20
4070,5,0,20
4071,5,0,20
4072,5,0,20
4073,5,0,20
4074,5,0,20
4075,5,0,20
4076,5,0,20
4077,5,0,20
4078,5,0,20
4079,5,0,20
4080,5,0,20
4081,5,0,20
4082,5,0,20
4083,5,0,20
4084,5,0,20
4085,5,0,20
4086,5,0,20
4087,5,0,20
4088,5,0,20
4089,5,0,20
4090,5,0,20
4091,5,0,20
4092,5,0,20
4093,5,0,20
4094,5,0,20
4095,5,0,20
4096,5,0,20
4097,5,0,20
4098,5,0,20
4099,5,0,20
4100,5,0,20
4101,5,0,20
4102,5,0,20
4103,5,0,20
4104,5,0,20
4105,5,0,20
4106,5,0,20
4107,5,0,20
4108,5,0,20
4109,5,0,20
4110,5,0,20
4111,5,0,20
4112,5,0,20
4113,5,0,20
4114,5,0,20
4115,5,0,20
4116,5,0,20
4117,5,0,20
4118,5,0,20
4119,5,0,20
4120,5,0,20
4121,5,0,20
4122,5,0,20
4123,5,0,20
4124,5,0,20
4125,5,0,20
4126,5,0,20
4127,5,0,20
4128,5,0,20
4129,5,0,20
4130,5,0,20
4131,5,0,20
4132,5,0,20
4133,5,0,20
4134,5,0,20
4135,5,0,20
4136,5,0,20
4137,5,0,20
4138,5,0,20
4139,5,0,20
4140,5,0,20
4141,5,0,20
4142,5,0,20
4143,5,0,20
4144,5,0,20
4145,5,0,20
4146,5,0,20
4147,5,0,20
4148,5,0,20
4149,5,0,20
4150,5,0,20
4151,5,0,20
4152,5,0,20
4153,5,0,20
4154,5,0,20
4155,5,0,20
4156,5,0,20
4157,5,0,20
4158,5,0,20
4159,5,0,20
4160,5,0,20
4161,5,0,20
4162,5,0,20
4163,5,0,20
4164,5,0,20
4165,5,0,20
4166,5,0,20
4167,5,0,20
4168,5,0,20
4169,5,0,20
4170,5,0,20
4171,5,0,20
4172,5,0,20
4173,5,0,20
4174,5,0,20
4175,5,0,20
4176,5,0,20
4177,5,0,20
4178,5,0,20
4179,5,0,20
4180,5,0,20
4181,5,0,20
4182,5,0,20
4183,5,0,20
4184,5,0,20
4185,5,0,20
4186,5,0,20
4187,5,0,20
4188,5,0,20
4189,5,0,20
4190,5,0,20
4191,5,0,20
4192,5,0,20
4193,5,0,20
4194,5,0,20
4195,5,0,20
4196,5,0,20
4197,5,0,20
4198,5,0,20
4199,5,0,20
4200,5,0,20
4201,5,0,20
4202,5,0,20
4203,5,0,20
4204,5,0,20
4205,5,0,20
4206,5,0,20
4207,5,0,20
4208,5,0,20
4209,5,0,20
4210,5,0,20
4211,5,0,20
4212,5,0,20
4213,5,0,20
4214,5,0,20
4215,5,0,20
4216,5,0,20
4217,5,0,20
4218,5,0,20
4219,5,0,20
4220,5,0,20
4221,5,0,20
4222,5,0,20
4223,5,0,20
4224,5,0,20
4225,5,0,20
4226,5,0,20
4227,5,0,20
4228,5,0,20
4229,5,0,20
4230,5,0,20
4231,5,0,20
4232,5,0,20
4233,5,0,20
4234,5,0,20
4235,5,0,20
4236,5,0,20
4237,5,0,20
4238,5,0,20
4239,5,0,20
4240,5,0,20
4241,5,0,20
4242,5,0,20
4243,5,0,20
4244,5,0,20
4245,5,0,20
4246,5,0,20
4247,5,0,20
4248,5,0,20
4249,5,0,20
4250,5,0,20
4251,5,0,20
4252,5,0,20
4253,5,0,20
4254,5,0,20
4255,5,0,20
4256,5,0,20
4257,5,0,20
4258,5,0,20
4259,5,0,20
4260,5,0,20
4261,5,0,20
4262,5,0,20
4263,5,0,20
4264,5,0,20
4265,5,0,20
4266,5,0,20
4267,5,0,20
4268,5,0,20
4269,5,0,20
4270,5,0,20
4271,5,0,20
4272,5,0,20
4273,5,0,20
4274,5,0,20
4275,5,0,20
4276,5,0,20
4277,5,0,20
4278,5,0,20
4279,5,0,20
4280,5,0,20
4281,5,0,20
4282,5,0,20
4283,5,0,20
4284,5,0,20
4285,5,0,20
4286,5,0,20
4287,5,0,20
4288,5,0,20
4289,5,0,20
4290,5,0,20
4291,5,0,20
4292,5,0,20
4293,5,0,20
4294,5,0,20
4295,5,0,20
4296,5,0,20
4297,5,0,20
4298,5,0,20
4299,5,0,20
4300,5,0,20
4301,5,0,20
4302,5,0,20
4303,5,0,20
4304,5,0,20
4305,5,0,20
4306,5,0,20
4307,5,0,20
4308,5,0,20
4309,5,0,20
4310,5,0,20
4311,5,0,20
4312,5,0,20
4313,5,0,20
4314,5,0,20
4315,5,0,20
4316,5,0,20
4317,5,0,20
4318,5,0,20
4319,5,0,20
4320,5,0,20
4321,5,0,20
4322,5,0,20
4323,5,0,20
4324,5,0,20
4325,5,0,20
4326,5,0,20
4327,5,0,20
4328,5,0,20
4329,5,0,20
4330,5,0,20
4331,5,0,20
4332,5,0,20
4333,5,0,20
4334,5,0,20
4335,5,0,20
4336,5,0,20
4337,5,0,20
4338,5,0,20
4339,5,0,20
4340,5,0,20
4341,5,0,20
4342,5,0,20
4343,5,0,20
4344,5,0,20
4345,5,0,20
4346,5,0,20
4347,5,0,20
4348,5,0,20
4349,5,0,20
4350,5,0,20
4351,5,0,20
4352,5,0,20
4353,5,0,20
4354,5,0,20
4355,5,0,20
4356,5,0,20
4357,5,0,20
4358,5,0,20
4359,5,0,20
4360,5,0,20
4361,5,0,20
4362,5,0,20
4363,5,0,20
4364,5,0,20
4365,5,0,20
4366,5,0,20
4367,5,0,20
4368,5,0,20
4369,5,0,20
4370,5,0,20
4371,5,0,20
4372,5,0,20
4373,5,0,20
4374,5,0,20
4375,5,0,20
4376,5,0,20
4377,5,0,20
4378,5,0,20
4379,5,0,20
4380,5,0,20
4381,5,0,20
4382,5,0,20
4383,5,0,20
4384,5,0,20
4385,5,0,20
4386,5,0,20
4387,5,0,20
4388,5,0,20
4389,5,0,20
4390,5,0,20
4391,5,0,20
4392,5,0,20
4393,5,0,20
4394,5,0,20
4395,5,0,20
4396,5,0,20
4397,5,0,20
4398,5,0,20
4399,5,0,20
4400,5,0,20
4401,5,0,20
4402,5,0,20
4403,5,0,20
4404,5,0,20
4405,5,0,20
4406,5,0,20
4407,5,0,20
4408,5,0,20
4409,5,0,20
4410,5,0,20
4411,5,0,20
4412,5,0,20
4413,5,0,20
4414,5,0,20
4415,5,0,20
4416,5,0,20
4417,5,0,20
4418,5,0,20
4419,5,0,20
4420,5,0,20
4421,5,0,20
4422,5,0,20
4423,5,0,20
4424,5,0,20
4425,5,0,20
4426,5,0,20
4427,5,0,20
4428,5,0,20
4429,5,0,20
4430,5,0,20
4431,5,0,20
4432,5,0,20
4433,5,0,20
4434,5,0,20
4435,5,0,20
4436,5,0,20
4437,5,0,20
4438,5,0,20
4439,5,0,20
4440,5,0,20
4441,5,0,20
4442,5,0,20
4443,5,0,20
4444,5,0,20
4445,5,0,20
4446,5,0,20
4447,5,0,20
4448,5,0,20
4449,5,0,20
4450,5,0,20
4451,5,0,20
4452,5,0,20
4453,5,0,20
4454,5,0,20
4455,5,0,20
4456,5,0,20
4457,5,0,20
4458,5,0,20
4459,5,0,20
4460,5,0,20
4461,5,0,20
4462,5,0,20
4463,5,0,20
4464,5,0,20
4465,5,0,20
4466,5,0,20
4467,5,0,20
4468,5,0,20
4469,5,0,20
4470,5,0,20
4471,5,0,20
4472,5,0,20
4473,5,0,20
4474,5,0,20
4475,5,0,20
4476,5,0,20
4477,5,0,20
4478,5,0,20
4479,5,0,20
4480,5,0,20
4481,5,0,20
4482,5,0,20
4483,5,0,20
4484,5,0,20
4485,5,0,20
4486,5,0,20
4487,5,0,20
4488,5,0,20
4489,5,0,20
4490,5,0,20
4491,5,0,20
4492,5,0,20
4493,5,0,20
4494,5,0,20
4495,5,0,20
4496,5,0,20
4497,5,0,20
4498,5,0,20
4499,5,0,20
4500,5,0,20
4501,5,0,20
4502,5,0,20
4503,5,0,20
4504,5,0,20
4505,5,0,20
4506,5,0,20
4507,5,0,20
4508,5,0,20
4509,5,0,20
4510,5,0,20
4511,5,0,20
4512,5,0,20
4513,5,0,20
4514,5,0,20
4515,5,0,20
4516,5,0,20
4517,5,0,20
4518,5,0,20
4519,5,0,20
4520,5,0,20
4521,5,0,20
4522,5,0,20
4523,5,0,20
4524,5,0,20
4525,5,0,20
4526,5,0,20
4527,5,0,20
4528,5,0,20
4529,5,0,20
4530,5,0,20
4531,5,0,20
4532,5,0,20
4533,5,0,20
4534,5,0,20
4535,5,0,20
4536,5,0,20
4537,5,0,20
4538,5,0,20
4539,5,0,20
4540,5,0,20
4541,5,0,20
4542,5,0,20
4543,5,0,20
4544,5,0,20
4545,5,0,20
4546,5,0,20
4547,5,0,20
4548,5,0,20
4549,5,0,20
4550,5,0,20
4551,5,0,20
4552,5,0,20
4553,5,0,20
4554,5,0,20
4555,5,0,20
4556,5,0,20
4557,5,0,20
4558,5,0,20
4559,5,0,20
4560,5,0,20
4561,5,0,20
4562,5,0,20
4563,5,0,20
4564,5,0,20
4565,5,0,20
4566,5,0,20
4567,5,0,20
4568,5,0,20
4569,5,0,20
4570,5,0,20
4571,5,0,20
4572,5,0,20
4573,5,0,20
4574,5,0,20
4575,5,0,20
4576,5,0,20
4577,5,0,20
4578,5,0,20
4579,5,0,20
4580,5,0,20
4581,5,0,20
4582,5,0,20
4583,5,0,20
4584,5,0,20
4585,5,0,20
4586,5,0,20
4587,5,0,20
4588,5,0,20
4589,5,0,20
4590,5,0,20
4591,5,0,20
4592,5,0,20
4593,5,0,20
4594,5,0,20
4595,5,0,20
4596,5,0,20
4597,5,0,20
4598,5,0,20
4599,5,0,20
4600,5,0,20
4601,5,0,20
4602,5,0,20
4603,5,0,20
4604,5,0,20
4605,5,0,20
4606,5,0,20
4607,5,0,20
4608,5,0,20
4609,5,0,20
4610,5,0,20
4611,5,0,20
4612,5,0,20
4613,5,0,20
4614,5,0,20
4615,5,0,20
4616,5,0,20
4617,5,0,20
4618,5,0,20
4619,5,0,20
4620,5,0,20
4621,5,0,20
4622,5,0,20
4623,5,0,20
4624,5,0,20
4625,5,0,20
4626,5,0,20
4627,5,0,20
4628,5,0,20
4629,5,0,20
4630,5,0,20
4631,5,0,20
4632,5,0,20
4633,5,0,20
4634,5,0,20
4635,5,0,20
4636,5,0,20
4637,5,0,20
4638,5,0,20
4639,5,0,20
4640,5,0,20
4641,5,0,20
4642,5,0,20
4643,5,0,20
4644,5,0,20
4645,5,0,20
4646,5,0,20
4647,5,0,20
4648,5,0,20
4649,5,0,20
4650,5,0,20
4651,5,0,20
4652,5,0,20
4653,5,0,20
4654,5,0,20
4655,5,0,20
4656,5,0,20
4657,5,0,20
4658,5,0,20
4659,5,0,20
4660,5,0,20
4661,5,0,20
4662,5,0,20
4663,5,0,20
4664,5,0,20
4665,5,0,20
4666,5,0,20
4667,5,0,20
4668,5,0,20
4669,5,0,20
4670,5,0,20
4671,5,0,20
4672,5,0,20
4673,5,0,20
4674,5,0,20
4675,5,0,20
4676,5,0,20
4677,5,0,20
4678,5,0,20
4679,5,0,20
4680,5,0,20
4681,5,0,20
4682,5,0,20
4683,5,0,20
4684,5,0,20
4685,5,0,20
4686,5,0,20
4687,5,0,20
4688,5,0,20
4689,5,0,20
4690,5,0,20
4691,5,0,20
4692,5,0,20
4693,5,0,20
4694,5,0,20
4695,5,0,20
4696,5,0,20
4697,5,0,20
4698,5,0,20
4699,5,0,20
4700,5,0,20
4701,5,0,20
4702,5,0,20
4703,5,0,20
4704,5,0,20
4705,5,0,20
4706,5,0,20
4707,5,0,20
4708,5,0,20
4709,5,0,20
4710,5,0,20
4711,5,0,20
4712,5,0,20
4713,5,0,20
4714,5,0,20
4715,5,0,20
4716,5,0,20
4717,5,0,20
4718,5,0,20
4719,5,0,20
4720,5,0,20
4721,5,0,20
4722,5,0,20
4723,5,0,20
4724,5,0,20
4725,5,0,20
4726,5,0,20
4727,5,0,20
4728,5,0,20
4729,5,0,20
4730,5,0,20
4731,5,0,20
4732,5,0,20
4733,5,0,20
4734,5,0,20
4735,5,0,20
4736,5,0,20
4737,5,0,20
4738,5,0,20
4739,5,0,20
4740,5,0,20
4741,5,0,20
4742,5,0,20
4743,5,0,20
4744,5,0,20
4745,5,0,20
4746,5,0,20
4747,5,0,20
4748,5,0,20
4749,5,0,20
4750,5,0,20
4751,5,0,20
4752,5,0,20
4753,5,0,20
4754,5,0,20
4755,5,0,20
4756,5,0,20
4757,5,0,20
4758,5,0,20
4759,5,0,20
4760,5,0,20
4761,5,0,20
4762,5,0,20
4763,5,0,20
4764,5,0,20
4765,5,0,20
4766,5,0,20
4767,5,0,20
4768,5,0,20
4769,5,0,20
4770,5,0,20
4771,5,0,20
4772,5,0,20
4773,5,0,20
4774,5,0,20
4775,5,0,20
4776,5,0,20
4777,5,0,20
4778,5,0,20
4779,5,0,20
4780,5,0,20
4781,5,0,20
4782,5,0,20
4783,5,0,20
4784,5,0,20
4785,5,0,20
4786,5,0,20
4787,5,0,20
4788,5,0,20
4789,5,0,20
4790,5,0,20
4791,5,0,20
4792,5,0,20
4793,5,0,20
4794,5,0,20
4795,5,0,20
4796,5,0,20
4797,5,0,20
4798,5,0,20
4799,5,0,20
4800,5,0,20
4801,5,0,20
4802,5,0,20
4803,5,0,20
4804,5,0,20
4805,5,0,20
4806,5,0,20
4807,5,0,20
4808,5,0,20
4809,5,0,20
4810,5,0,20
4811,5,0,20
4812,5,0,20
4813,5,0,20
4814,5,0,20
4815,5,0,20
4816,5,0,20
4817,5,0,20
4818,5,0,20
4819,5,0,20
4820,5,0,20
4821,5,0,20
4822,5,0,20
4823,5,0,20
4824,5,0,20
4825,5,0,20
4826,5,0,20
4827,5,0,20
4828,5,0,20
4829,5,0,20
4830,5,0,20
4831,5,0,20
4832,5,0,20
4833,5,0,20
4834,5,0,20
4835,5,0,20
4836,5,0,20
4837,5,0,20
4838,5,0,20
4839,5,0,20
4840,5,0,20
4841,5,0,20
4842,5,0,20
4843,5,0,20
4844,5,0,20
4845,5,0,20
4846,5,0,20
4847,5,0,20
4848,5,0,20
4849,5,0,20
4850,5,0,20
4851,5,0,20
4852,5,0,20
4853,5,0,20
4854,5,0,20
4855,5,0,20
4856,5,0,20
4857,5,0,20
4858,5,0,20
4859,5,0,20
4860,5,0,20
4861,5,0,20
4862,5,0,20
4863,5,0,20
4864,5,0,20
4865,5,0,20
4866,5,0,20
4867,5,0,20
4868,5,0,20
4869,5,0,20
4870,5,0,20
4871,5,0,20
4872,5,0,20
4873,5,0,20
4874,5,0,20
4875,5,0,20
4876,5,0,20
4877,5,0,20
4878,5,0,20
4879,5,0,20
4880,5,0,20
4881,5,0,20
4882,5,0,20
4883,5,0,20
4884,5,0,20
4885,5,0,20
4886,5,0,20
4887,5,0,20
4888,5,0,20
4889,5,0,20
4890,5,0,20
4891,5,0,20
4892,5,0,20
4893,5,0,20
4894,5,0,20
4895,5,0,20
4896,5,0,20
4897,5,0,20
4898,5,0,20
4899,5,0,20
4900,5,0,20
4901,5,0,20
4902,5,0,20
4903,5,0,20
4904,5,0,20
4905,5,0,20
4906,5,0,20
4907,5,0,20
4908,5,0,20
4909,5,0,20
4910,5,0,20
4911,5,0,20
4912,5,0,20
4913,5,0,20
4914,5,0,20
4915,5,0,20
4916,5,0,20
4917,5,0,20
4918,5,0,20
4919,5,0,20
4920,5,0,20
4921,5,0,20
4922,5,0,20
4923,5,0,20
4924,5,0,20
4925,5,0,20
4926,5,0,20
4927,5,0,20
4928,5,0,20
4929,5,0,20
4930,5,0,20
4931,5,0,20
4932,5,0,20
4933,5,0,20
4934,5,0,20
4935,5,0,20
4936,5,0,20
4937,5,0,20
4938,5,0,20
4939,5,0,20
4940,5,0,20
4941,5,0,20
4942,5,0,20
4943,5,0,20
4944,5,0,20
4945,5,0,20
4946,5,0,20
4947,5,0,20
4948,5,0,20
4949,5,0,20
4950,5,0,20
4951,5,0,20
4952,5,0,20
4953,5,0,20
4954,5,0,20
4955,5,0,20
4956,5,0,20
4957,5,0,20
4958,5,0,20
4959,5,0,20
4960,5,0,20
4961,5,0,20
4962,5,0,20
4963,5,0,20
4964,5,0,20
4965,5,0,20
4966,5,0,20
4967,5,0,20
4968,5,0,20
4969,5,0,20
4970,5,0,20
4971,5,0,20
4972,5,0,20
4973,5,0,20
4974,5,0,20
4975,5,0,20
4976,5,0,20
4977,5,0,20
4978,5,0,20
4979,5,0,20
4980,5,0,20
4981,5,0,20
4982,5,0,20
4983,5,0,20
4984,5,0,20
4985,5,0,20
4986,5,0,20
4987,5,0,20
4988,5,0,20
4989,5,0,20
4990,5,0,20
4991,5,0,20
4992,5,0,20
4993,5,0,20
4994,5,0,20
4995,5,0,20
4996,5,0,20
4997,5,0,20
4998,5,0,20
4999,5,0,20
5000,5,0,20
5001,5,0,20
5002,5,0,20
5003,5,0,20
5004,5,0,20
5005,5,0,20
5006,5,0,20
5007,5,0,20
5008,5,0,20
5009,5,0,20
5010,5,0,20
5011,5,0,20
5012,5,0,20
5013,5,0,20
5014,5,0,20
5015,5,0,20
5016,5,0,20
5017,5,0,20
5018,5,0,20
5019,5,0,20
5020,5,0,20
5021,5,0,20
5022,5,0,20
5023,5,0,20
5024,5,0,20
5025,5,0,20
5026,5,0,20
5027,5,0,20
5028,5,0,20
5029,5,0,20
5030,5,0,20
5031,5,0,20
5032,5,0,20
5033,5,0,20
5034,5,0,20
5035,5,0,20
5036,5,0,20
5037,5,0,20
5038,5,0,20
5039,5,0,20
5040,5,0,20
5041,5,0,20
5042,5,0,20
5043,5,0,20
5044,5,0,20
5045,5,0,20
5046,5,0,20
5047,5,0,20
5048,5,0,20
5049,5,0,20
5050,5,0,20
5051,5,0,20
5052,5,0,20
5053,5,0,20
5054,5,0,20
5055,5,0,20
5056,5,0,20
5057,5,0,20
5058,5,0,20
5059,5,0,20
5060,5,0,20
5061,5,0,20
5062,5,0,20
5063,5,0,20
5064,5,0,20
5065,5,0,20
5066,5,0,20
5067,5,0,20
5068,5,0,20
5069,5,0,20
5070,5,0,20
5071,5,0,20
5072,5,0,20
5073,5,0,20
5074,5,0,20
5075,5,0,20
5076,5,0,20
5077,5,0,20
5078,5,0,20
5079,5,0,20
5080,5,0,20
5081,5,0,20
5082,5,0,20
5083,5,0,20
5084,5,0,20
5085,5,0,20
5086,5,0,20
5087,5,0,20
5088,5,0,20
5089,5,0,20
5090,5,0,20
5091,5,0,20
5092,5,0,20
5093,5,0,20
5094,5,0,20
5095,5,0,20
5096,5,0,20
5097,5,0,20
5098,5,0,20
5099,5,0,20
5100,5,0,20
5101,5,0,20
5102,5,0,20
5103,5,0,20
5104,5,0,20
5105,5,0,20
5106,5,0,20
5107,5,0,20
5108,5,0,20
5109,5,0,20
5110,5,0,20
5111,5,0,20
5112,5,0,20
5113,5,0,20
5114,5,0,20
5115,5,0,20
5116,5,0,20
5117,5,0,20
5118,5,0,20
5119,5,0,20
5120,5,0,20
5121,5,0,20
5122,5,0,20
5123,5,0,20
5124,5,0,20
5125,5,0,20
5126,5,0,20
5127,5,0,20
5128,5,0,20
5129,5,0,20
5130,5,0,20
5131,5,0,20
5132,5,0,20
5133,5,0,20
5134,5,0,20
5135,5,0,20
5136,5,0,20
5137,5,0,20
5138,5,0,20
5139,5,0,20
5140,5,0,20
5141,5,0,20
5142,5,0,20
5143,5,0,20
5144,5,0,20
5145,5,0,20
5146,5,0,20
5147,5,0,20
5148,5,0,20
5149,5,0,20
5150,5,0,20
5151,5,0,20
5152,5,0,20
5153,5,0,20
5154,5,0,20
5155,5,0,20
5156,5,0,20
5157,5,0,20
5158,5,0,20
5159,5,0,20
5160,5,0,20
5161,5,0,20
5162,5,0,20
5163,5,0,20
5164,5,0,20
5165,5,0,20
5166,5,0,20
5167,5,0,20
5168,5,0,20
5169,5,0,20
5170,5,0,20
5171,5,0,20
5172,5,0,20
5173,5,0,20
5174,5,0,20
5175,5,0,20
5176,5,0,20
5177,5,0,20
5178,5,0,20
5179,5,0,20
5180,5,0,20
5181,5,0,20
5182,5,0,20
5183,5,0,20
5184,5,0,20
5185,5,0,20
5186,5,0,20
5187,5,0,20
5188,5,0,20
5189,5,0,20
5190,5,0,20
5191,5,0,20
5192,5,0,20
5193,5,0,20
5194,5,0,20
5195,5,0,20
5196,5,0,20
5197,5,0,20
5198,5,0,20
5199,5,0,20
5200,5,0,20
5201,5,0,20
5202,5,0,20
5203,5,0,20
5204,5,0,20
5205,5,0,20
5206,5,0,20
5207,5,0,20
5208,5,0,20
5209,5,0,20
5210,5,0,20
5211,5,0,20
5212,5,0,20
5213,5,0,20
5214,5,0,20
5215,5,0,20
5216,5,0,20
5217,5,0,20
5218,5,0,20
5219,5,0,20
5220,5,0,20
5221,5,0,20
5222,5,0,20
5223,5,0,20
5224,5,0,20
5225,5,0,20
5226,5,0,20
5227,5,0,20
5228,5,0,20
5229,5,0,20
5230,5,0,20
5231,5,0,20
5232,5,0,20
5233,5,0,20
5234,5,0,20
5235,5,0,20
5236,5,0,20
5237,5,0,20
5238,5,0,20
5239,5,0,20
5240,5,0,20
5241,5,0,20
5242,5,0,20
5243,5,0,20
5244,5,0,20
5245,5,0,20
5246,5,0,20
5247,5,0,20
5248,5,0,20
5249,5,0,20
5250,5,0,20
5251,5,0,20
5252,5,0,20
5253,5,0,20
5254,5,0,20
5255,5,0,20
5256,5,0,20
5257,5,0,20
5258,5,0,20
5259,5,0,20
5260,5,0,20
5261,5,0,20
5262,5,0,20
5263,5,0,20
5264,5,0,20
5265,5,0,20
5266,5,0,20
5267,5,0,20
5268,5,0,20
5269,5,0,20
5270,5,0,20
5271,5,0,20
5272,5,0,20
5273,5,0,20
5274,5,0,20
5275,5,0,20
5276,5,0,20
5277,5,0,20
5278,5,0,20
5279,5,0,20
5280,5,0,20
5281,5,0,20
5282,5,0,20
5283,5,0,20
5284,5,0,20
5285,5,0,20
5286,5,0,20
5287,5,0,20
5288,5,0,20
5289,5,0,20
5290,5,0,20
5291,5,0,20
5292,5,0,20
5293,5,0,20
5294,5,0,20
5295,5,0,20
5296,5,0,20
5297,5,0,20
5298,5,0,20
5299,5,0,20
5300,5,0,20
5301,5,0,20
5302,5,0,20
5303,5,0,20
5304,5,0,20
5305,5,0,20
5306,5,0,20
5307,5,0,20
5308,5,0,20
5309,5,0,20
5310,5,0,20
5311,5,0,20
5312,5,0,20
5313,5,0,20
5314,5,0,20
5315,5,0,20
5316,5,0,20
5317,5,0,20
5318,5,0,20
5319,5,0,20
5320,5,0,20
5321,5,0,20
5322,5,0,20
5323,5,0,20
5324,5,0,20
5325,5,0,20
5326,5,0,20
5327,5,0,20
5328,5,0,20
5329,5,0,20
5330,5,0,20
5331,5,0,20
5332,5,0,20
5333,5,0,20
5334,5,0,20
5335,5,0,20
5336,5,0,20
5337,5,0,20
5338,5,0,20
5339,5,0,20
5340,5,0,20
5341,5,0,20
5342,5,0,20
5343,5,0,20
5344,5,0,20
5345,5,0,20
5346,5,0,20
5347,5,0,20
5348,5,0,20
5349,5,0,20
5350,5,0,20
5351,5,0,20
5352,5,0,20
5353,5,0,20
5354,5,0,20
5355,5,0,20
5356,5,0,20
5357,5,0,20
5358,5,0,20
5359,5,0,20
5360,5,0,20
5361,5,0,20
5362,5,0,20
5363,5,0,20
5364,5,0,20
5365,5,0,20
5366,5,0,20
5367,5,0,20
5368,5,0,20
5369,5,0,20
5370,5,0,20
5371,5,0,20
5372,5,0,20
5373,5,0,20
5374,5,0,20
5375,5,0,20
5376,5,0,20
5377,5,0,20
5378,5,0,20
5379,5,0,20
5380,5,0,20
5381,5,0,20
5382,5,0,20
5383,5,0,20
5384,5,0,20
5385,5,0,20
5386,5,0,20
5387,5,0,20
5388,5,0,20
5389,5,0,20
5390,5,0,20
5391,5,0,20
5392,5,0,20
5393,5,0,20
5394,5,0,20
5395,5,0,20
5396,5,0,20
5397,5,0,20
5398,5,0,20
5399,5,0,20
5400,5,0,20
5401,5,0,20
5402,5,0,20
5403,5,0,20
5404,5,0,20
5405,5,0,20
5406,5,0,20
5407,5,0,20
5408,5,0,20
5409,5,0,20
5410,5,0,20
5411,5,0,20
5412,5,0,20
5413,5,0,20
5414,5,0,20
